,01_1,02_1,02_2,04_1,05_1,05_2,08_1,08_2,10_1,11_1,11_2
0,44.30769230769231,83.45192307692308,66.16346153846153,23.548076923076923,83.17307692307692,52.20192307692308,93.50961538461539,66.57692307692308,9.586538461538462,74.97115384615384,57.99038461538461
1,44.33018867924528,84.33018867924528,68.74528301886792,23.641509433962263,81.85849056603773,51.22641509433962,93.49056603773585,66.80188679245283,9.20754716981132,75.86792452830188,58.83018867924528
2,44.79047619047619,86.25714285714285,72.99047619047619,23.4,83.39047619047619,50.857142857142854,93.36190476190477,64.71428571428571,9.323809523809524,79.79047619047618,64.32380952380953
3,45.21904761904762,85.06666666666666,70.20952380952382,25.104761904761904,81.66666666666667,50.076190476190476,96.3047619047619,69.88571428571429,10.019047619047619,83.78095238095239,66.32380952380953
4,45.75,85.23076923076923,72.25,24.701923076923077,84.53846153846153,53.79807692307692,99.03846153846153,77.4423076923077,9.567307692307692,84.8173076923077,70.625
5,51.14018691588785,91.07476635514018,82.2803738317757,24.560747663551403,84.99065420560747,54.981308411214954,99.10280373831776,75.06542056074767,11.719626168224298,88.85046728971963,77.82242990654206
6,51.08571428571429,95.46666666666667,87.38095238095238,26.78095238095238,87.27619047619048,59.23809523809524,96.62857142857143,74.14285714285714,12.866666666666667,92.20952380952382,82.65714285714286
7,52.50961538461539,95.41346153846153,89.35576923076923,27.423076923076923,88.875,60.80769230769231,95.9326923076923,78.84615384615384,12.682692307692308,92.27884615384616,82.82692307692308
8,58.65686274509804,100.87254901960785,95.96078431372548,29.431372549019606,99.80392156862744,71.38235294117646,102.67647058823529,87.36274509803921,11.764705882352942,94.51960784313725,85.02941176470588
9,60.640776699029125,102.2621359223301,101.89320388349515,33.0,96.75728155339806,68.13592233009709,107.00970873786407,93.62135922330097,10.74757281553398,98.25242718446601,92.00970873786407
10,62.592233009708735,113.66990291262135,114.66990291262135,30.776699029126213,97.22330097087378,69.03883495145631,104.90291262135922,94.52427184466019,12.912621359223301,104.40776699029126,100.6504854368932
11,63.359223300970875,111.42718446601941,113.28155339805825,29.40776699029126,92.60194174757281,64.44660194174757,106.92233009708738,96.96116504854369,13.145631067961165,106.66019417475728,106.06796116504854
12,67.35643564356435,117.4059405940594,119.70297029702971,27.97029702970297,98.78217821782178,70.16831683168317,105.74257425742574,95.13861386138613,13.445544554455445,111.91089108910892,110.9009900990099
13,64.75961538461539,116.95192307692308,118.99038461538461,28.509615384615383,96.61538461538461,70.85576923076923,103.23076923076923,90.63461538461539,14.057692307692308,115.66346153846153,115.61538461538461
14,63.46153846153846,117.86538461538461,117.58653846153847,27.048076923076923,102.36538461538461,72.73076923076923,103.1923076923077,87.61538461538461,14.64423076923077,118.76923076923077,120.42307692307692
15,65.5754716981132,114.91509433962264,115.05660377358491,27.433962264150942,97.90566037735849,72.25471698113208,102.88679245283019,88.98113207547169,14.99056603773585,119.41509433962264,122.98113207547169
16,68.24271844660194,117.84466019417475,120.11650485436893,25.009708737864077,106.51456310679612,78.62135922330097,106.58252427184466,96.44660194174757,15.825242718446601,123.68932038834951,128.24271844660194
17,70.98058252427184,117.37864077669903,120.1747572815534,24.116504854368934,101.94174757281553,77.62135922330097,101.39805825242719,87.72815533980582,16.0,120.48543689320388,123.87378640776699
18,62.21153846153846,112.21153846153847,115.0,23.14423076923077,93.54807692307692,67.71153846153847,97.59615384615384,80.11538461538461,16.39423076923077,116.26923076923077,118.26923076923077
19,59.90384615384615,108.1826923076923,108.79807692307692,21.442307692307693,85.15384615384616,58.49038461538461,97.03846153846153,76.97115384615384,17.076923076923077,112.90384615384616,111.375
20,55.27884615384615,105.08653846153847,102.67307692307692,21.76923076923077,83.15384615384616,56.81730769230769,98.75,79.20192307692308,14.346153846153847,105.23076923076923,100.64423076923077
21,51.0188679245283,101.00943396226415,94.66981132075472,22.92452830188679,80.15094339622641,54.235849056603776,97.04716981132076,71.71698113207547,13.10377358490566,90.29245283018868,82.75471698113208
22,44.30392156862745,93.87254901960785,85.54901960784314,21.245098039215687,76.41176470588235,48.6078431372549,90.2843137254902,63.38235294117647,12.362745098039216,82.48039215686275,71.40196078431373
23,41.333333333333336,85.22857142857143,71.0952380952381,19.457142857142856,73.9047619047619,45.61904761904762,88.36190476190477,56.00952380952381,10.790476190476191,75.47619047619048,63.36190476190476
24,39.03809523809524,81.25714285714285,68.74285714285715,18.676190476190477,73.38095238095238,45.58095238095238,88.18095238095238,56.68571428571428,10.647619047619047,73.98095238095237,60.285714285714285
25,36.47572815533981,75.98058252427184,59.63106796116505,19.728155339805824,69.69902912621359,41.36893203883495,86.30097087378641,52.44660194174757,9.980582524271844,71.3495145631068,55.95145631067961
26,34.45283018867924,71.89622641509433,54.70754716981132,18.452830188679247,65.75471698113208,39.509433962264154,83.24528301886792,47.556603773584904,9.462264150943396,66.85849056603773,51.471698113207545
27,31.5,62.84615384615385,45.47115384615385,16.615384615384617,62.17307692307692,35.52884615384615,79.78846153846153,45.04807692307692,9.10576923076923,65.10576923076923,48.82692307692308
28,29.80188679245283,61.5,45.698113207547166,17.87735849056604,61.0,33.943396226415096,81.0,42.5188679245283,8.18867924528302,61.764150943396224,46.16981132075472
29,27.721153846153847,61.06730769230769,42.90384615384615,16.51923076923077,58.14423076923077,30.96153846153846,73.01923076923077,37.08653846153846,7.894230769230769,57.35576923076923,41.05769230769231
30,28.038095238095238,59.371428571428574,41.12380952380953,14.58095238095238,55.74285714285714,28.257142857142856,70.96190476190476,34.08571428571429,7.0476190476190474,53.86666666666667,37.923809523809524
31,24.943396226415093,53.160377358490564,35.27358490566038,15.245283018867925,54.009433962264154,28.433962264150942,69.98113207547169,34.4811320754717,7.066037735849057,53.867924528301884,37.56603773584906
32,24.952380952380953,52.56190476190476,35.58095238095238,14.2,54.91428571428571,28.438095238095237,68.47619047619048,32.68571428571428,6.371428571428571,52.647619047619045,35.885714285714286
33,22.304761904761904,53.82857142857143,34.923809523809524,13.152380952380952,51.2,24.885714285714286,66.63809523809523,30.17142857142857,5.980952380952381,50.647619047619045,34.51428571428571
34,21.68867924528302,50.698113207547166,31.90566037735849,13.037735849056604,48.698113207547166,23.37735849056604,63.70754716981132,28.264150943396228,5.622641509433962,47.509433962264154,31.264150943396228
35,18.82857142857143,47.523809523809526,28.714285714285715,12.752380952380953,47.161904761904765,20.714285714285715,65.65714285714286,29.038095238095238,5.495238095238095,47.91428571428571,31.666666666666668
36,19.182692307692307,48.75,30.057692307692307,12.326923076923077,45.125,20.509615384615383,61.92307692307692,26.692307692307693,5.298076923076923,46.19230769230769,29.53846153846154
37,17.95145631067961,46.29126213592233,27.203883495145632,10.805825242718447,39.99029126213592,16.854368932038835,56.95145631067961,22.16504854368932,5.067961165048544,43.38834951456311,26.310679611650485
38,16.133333333333333,42.75238095238095,24.542857142857144,9.933333333333334,36.82857142857143,16.01904761904762,53.99047619047619,20.35238095238095,4.438095238095238,41.23809523809524,24.914285714285715
39,15.471698113207546,38.56603773584906,20.22641509433962,9.31132075471698,35.87735849056604,15.424528301886792,49.08490566037736,17.67924528301887,4.386792452830188,41.971698113207545,23.68867924528302
40,15.575471698113208,37.93396226415094,19.42452830188679,7.80188679245283,33.5377358490566,14.047169811320755,44.70754716981132,15.849056603773585,3.849056603773585,36.33018867924528,19.77358490566038
41,11.80188679245283,31.79245283018868,14.70754716981132,7.4245283018867925,28.141509433962263,10.0,39.386792452830186,13.339622641509434,3.490566037735849,33.424528301886795,16.471698113207548
42,9.783018867924529,27.78301886792453,11.566037735849056,6.169811320754717,26.028301886792452,8.754716981132075,34.179245283018865,10.084905660377359,2.8679245283018866,28.69811320754717,13.169811320754716
43,8.377358490566039,22.67924528301887,9.226415094339623,5.4245283018867925,21.11320754716981,6.90566037735849,29.839622641509433,8.547169811320755,2.8207547169811322,27.68867924528302,12.037735849056604
44,7.461538461538462,21.115384615384617,8.64423076923077,5.798076923076923,21.25,6.721153846153846,26.46153846153846,6.846153846153846,2.1538461538461537,24.548076923076923,9.567307692307692
